phrase,pos,count,csv_source,classification
Mr Mubarak,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Foster innovation,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
Youth Leadership,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
parliamentary work,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
presidential palace,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Detty December,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
jokes,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
diplomatic efforts,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
herders,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Ghana Airports Company Limited (GACL,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
broken promises,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
Nana Amoasi VII,NOUN_PHRASE,40,"citinewsroom_tokenized, ghanaweb_tokenized, myjoyonline_tokenized",NON-CONCEPT
indigenous businesses,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
residences,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
CBS,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized",NON-CONCEPT
real-world challenges,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
Springboard Road Show Foundation,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
COHBS,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, myjoyonline_tokenized",NON-CONCEPT
Diplomas,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, myjoyonline_tokenized",CONCEPT
importer,NOUN_PHRASE,40,"citinewsroom_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Diets,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
forest resources,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
7th December,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, myjoyonline_tokenized",NON-CONCEPT
labourers,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
OFI,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, myjoyonline_tokenized",NON-CONCEPT
Mentality,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
neo,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-NOUN
Adansi Akrofuom,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
National Commitment,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
Sapeiman,NOUN_PHRASE,40,"citinewsroom_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Shaib,NOUN_PHRASE,40,"citinewsroom_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
renaming,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-NOUN
national productivity,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
travel documents,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Evans Adusei,NOUN_PHRASE,40,"citinewsroom_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
CTVET,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
10:00 a.m.,NOUN_PHRASE,40,"citinewsroom_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
active engagement,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
UMB Bank,NOUN_PHRASE,40,"citinewsroom_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Sri Lanka,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
active participants,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Krachi East Municipality,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, myjoyonline_tokenized",NON-CONCEPT
Air Staff,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
GCBC,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Playing Field,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
30 countries,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
ECL,NOUN_PHRASE,40,"citinewsroom_tokenized, ghanaweb_tokenized",NON-CONCEPT
nuisance,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
Hydrocarbons,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, myjoyonline_tokenized",NON-CONCEPT
football match,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Afienya,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, myjoyonline_tokenized",NON-CONCEPT
December 2024 general elections,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
community engagements,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
Visa applications,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
true value,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
Intellectuals,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Policy framework,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
sit-down,NOUN_PHRASE,40,"ghanaweb_tokenized, graphic-online_tokenized",NON-NOUN
national cake,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
African studies,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
major shift,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
government’s Reset Agenda,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, myjoyonline_tokenized",CONCEPT
Small Scale Miners,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
witch-hunting,NOUN_PHRASE,40,"citinewsroom_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
motivations,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
late former President,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Lady Lordina Mahama,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Obstetrics,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
Costa Rica,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Pass,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-NOUN
African Court,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
headcount,NOUN_PHRASE,40,"citinewsroom_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
social amenities,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
additional costs,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
cultural exchanges,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
public expenditure,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
major problem,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
Awards Night,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Forward,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-NOUN
party loyalists,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
tenant,NOUN_PHRASE,40,"citinewsroom_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
National Mosque,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
World Food Programme,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
comprehensive assessment,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
CIPA,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
late Minister,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
open court,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Mr Ampem,NOUN_PHRASE,40,"ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
practical insights,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
green economy,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
Key points,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
vibrant celebration,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
sustainable finance,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
Accra College,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
apologise,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-NOUN
Ghana’s educational system,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, myjoyonline_tokenized",CONCEPT
school bus,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, myjoyonline_tokenized",NON-CONCEPT
unison,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
broader impact,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
Kejetia,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Tractors,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Ghana’s power sector,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, myjoyonline_tokenized",CONCEPT
high-profile dignitaries,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Information and Communication Technology,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, myjoyonline_tokenized",CONCEPT
degraded land,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Ghanaian context,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
protracted conflict,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
CAGD,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Property Damage,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, myjoyonline_tokenized",CONCEPT
total ban,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
LGBTQ+ activities,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, myjoyonline_tokenized",CONCEPT
Mr Nsarkoh,NOUN_PHRASE,40,"ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Criminal Investigation,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
digital transactions,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
disrespect,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
continued success,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
riverbanks,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
official figures,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
inclusive approach,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
intellectual property,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
Collections,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
Cedi Appreciation,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
sporting activities,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
travels,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
Million dollars,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Anyidoho,NOUN_PHRASE,40,"ghanaweb_tokenized, myjoyonline_tokenized",NON-CONCEPT
responders,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Mausoleum,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
tangible progress,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
remote communities,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
quake,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized",NON-CONCEPT
Unilever Ghana,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
oil production,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
Ghana’s experience,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, myjoyonline_tokenized",CONCEPT
Exceptional Service,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
AFP,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
2016 elections,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
tomb,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
countrymen,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Cecilia Dapaah,NOUN_PHRASE,40,"citinewsroom_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Ghana’s workforce,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, myjoyonline_tokenized",CONCEPT
lifeless body,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Trailblazers,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
NALAG,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
DGPP,NOUN_PHRASE,40,"citinewsroom_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Mubarak,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
ballot boxes,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Carpentry,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
cuisine,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
groceries,NOUN_PHRASE,40,"citinewsroom_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
national borders,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
alleged irregularities,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
environmental concerns,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
Generators,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
Chief Justice Sophia Akuffo,NOUN_PHRASE,40,"citinewsroom_tokenized, ghanaweb_tokenized, myjoyonline_tokenized",NON-CONCEPT
Ghana’s cultural heritage,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, myjoyonline_tokenized",CONCEPT
daily operations,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
İmamoğlu,NOUN_PHRASE,40,ghana-news-agency_tokenized,NON-CONCEPT
economic sovereignty,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
GNASSM,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, myjoyonline_tokenized",NON-CONCEPT
returnees,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
GCTU,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
genres,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
court processes,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",CONCEPT
Mr. Dame,NOUN_PHRASE,40,"citinewsroom_tokenized, myjoyonline_tokenized",NON-CONCEPT
head teachers,NOUN_PHRASE,40,"citinewsroom_tokenized, ghana-news-agency_tokenized, ghanaweb_tokenized, graphic-online_tokenized, myjoyonline_tokenized",NON-CONCEPT
